_id;amparo_legal;codigo_infracao;descricao_infracao;escopo_autuacao;mes;quantidade_autos;uf;m�s;ano
604f7a48a60b104ea49b985d;ARTIGO 5º, ALÍNEA A, INCISO 5 DO DECRETO 5462/2005;5105;ARTIGO 5º - ALÍNEA A - INCISO 5 - NEGAR O ACESSO AO SISTEMA DE RECLAMAÇÕES OU NÃO OBSERVAR AS NORMAS DE PUBLICIDADE E USO DO MESMO;Transporte Rodoviário Internacional de Passageiros;JANEIRO;1;RS;1;2018
604f7a48a60b104ea49b985e;ARTIGO 3º, ALÍNEA A, INCISO 10 DO DECRETO 5462/2005;3110;ARTIGO 3º - ALÍNEA A - INCISO 10 - NEGAR O EMBARQUE OU DESEMBARQUE DE PASSAGEIROS, NOS LOCAIS ACORDADOS , SEM JUSTIFICATIVA;Transporte Rodoviário Internacional de Passageiros;JANEIRO;1;RS;1;2018
604f7a48a60b104ea49b985f;ARTIGO 5º, ALÍNEA A, INCISO 2 DO DECRETO 5462/2005;5102;ARTIGO 5º - ALÍNEA A - INCISO 2 - NÃO ENTREGAR COMPROVANTE PELO TRANSPORTE DE BAGAGENS;Transporte Rodoviário Internacional de Passageiros;JANEIRO;5;RS;1;2018
604f7a48a60b104ea49b9860;ARTIGO 5º, ALÍNEA A, INCISO 3 DO DECRETO 5462/2005;5103;ARTIGO 5º - ALÍNEA A - INCISO 3 - NÃO PORTAR OS DOCUMENTOS DE TRANSPORTE DE PORTE OBRIGATÓRIO;Transporte Rodoviário Internacional de Passageiros;JANEIRO;2;RS;1;2018
604f7a48a60b104ea49b9861;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""E"" DA RESOLUÇÃO ANTT Nº 233/2003";205;"ART.78-F, §1º-LEI 10.233/01 C/C ART.1º, INCISO II, ALÍNEA ""E""DA RES.ANTT Nº233/03 - EMPREENDER VIAGEM COM VEÍCULO EM CONDIÇÕES INADEQUADAS DE HIGIENE E/OU DEIXAR DE HIGIENIZAR AS INSTALAÇÕES SANITÁRIAS, QUANDO DO INÍCIO DA VIAGEM E NAS SAÍDAS DE PONTOS DE PARADA OU DE APOIO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;3;SC;1;2018
604f7a48a60b104ea49b9862;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""E"" DA RESOLUÇÃO ANTT Nº 233/2003";305;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""E"" DA RES.ANTT Nº 233/2003 - COBRAR, A QUALQUER TÍTULO, IMPORTÂNCIA NÃO PREVISTA OU NÃO PERMITIDA NAS NORMAS LEGAIS OU REGULAMENTOS APLICÁVEIS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b9863;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""A"" DA RESOLUÇÃO ANTT Nº 233/2003 ";401;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""A"" DA RES.ANTT Nº 233/2003 - EXECUTAR SERVIÇOS DE TRANSPORTE RODOVIÁRIO INTERESTADUAL OU INTERNACIONAL DE PASSAGEIROS SEM PRÉVIA AUTORIZAÇÃO OU PERMISSÃO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;5;SC;1;2018
604f7a48a60b104ea49b9864;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""B"" DA RESOLUÇÃO ANTT Nº 233/2003";102;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""B"" DA RES.ANTT Nº 233/2003 - EMITIR BILHETE SEM OBSERVÂNCIA DAS ESPECIFICAÇÕES.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;2;SC;1;2018
604f7a48a60b104ea49b9865;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""B"" DA RESOLUÇÃO ANTT Nº 233/2003";202;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""B"" DA RES.ANTT Nº 233/2003 - RETARDAR, INJUSTIFICADAMENTE, A PRESTAÇÃO DE TRANSPORTE PARA OS PASSAGEIROS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;10;SC;1;2018
604f7a48a60b104ea49b9866;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""F"" DA RESOLUÇÃO ANTT Nº 233/2003";206;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""F"" DA RES.ANTT Nº 233/2003 - NÃO ADOTAR AS MEDIDAS DETERMINADAS PELA ANTT OU ÓRGÃO CONVENIADO, OBJETIVANDO A IDENTIFICAÇÃO DOS PASSAGEIROS NO EMBARQUE E O ARQUIVAMENTO DOS DOCUMENTOS PERTINENTES.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b9867;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""H"" DA RESOLUÇÃO ANTT Nº 233/2003";208;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""H"" DA RES.ANTT Nº 233/2003 - VENDER MAIS DE UM BILHETE DE PASSAGEM PARA UMA MESMA POLTRONA NA MESMA VIAGEM.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b9868;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""Q"" DA RESOLUÇÃO ANTT Nº 233/2003";317;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""Q"" DA RES.ANTT Nº 233/2003 - INCLUÍDO PELA RESOLUÇÃO ANTT Nº 3871/2012 - NÃO OBSERVAR AS NORMAS E PROCEDIMENTOS DE ATENDIMENTO A PESSOAS COM DEFICIÊNCIA OU MOBILIDADE REDUZIDA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;26;SC;1;2018
604f7a48a60b104ea49b9869;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""Q"" DA RESOLUÇÃO ANTT Nº 233/2003 ";417;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""Q"" DA RES.ANTT Nº 233/2003 - TRANSPORTAR ENCOMENDAS FORA DOS LOCAIS PRÓPRIOS OU EM CONDIÇÕES DIFERENTES DAS ESTABELECIDAS PARA TAL FIM.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b986a;"ART. 23, INCISO I, ALÍNEA ""B"" DA RESOLUÇÃO ANTT 3.535/2010.";102;NÃO DIVULGAR O NÚMERO DO SAC DE FORMA CLARA E OBJETIVA EM TODOS OS DOCUMENTOS E MATERIAIS IMPRESSOS ENTREGUES AO CONSUMIDOR, NOS GUICHÊS DE VENDA DE PASSAGENS E NO INTERIOR DE TODOS OS VEÍCULOS E CARROS FERROVIÁRIOS DE PASSAGEIROS, BEM COMO NA PÁGINA ELETRÔNICA DA EMPRESA NA INTERNET, QUANDO HOUVER.;Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b986b;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""E"" DA RESOLUÇÃO ANTT Nº 233/2003 ";105;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""E"" DA RES.ANTT Nº 233/2003 - NÃO OBSERVAR O PRAZO MÍNIMO ESTABELECIDO PARA INÍCIO DA VENDA DE BILHETE DE PASSAGEM.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b986c;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""I"" DA RESOLUÇÃO ANTT Nº 233/2003";109;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""I"" DA RES.ANTT Nº 233/2003 - TRANSPORTAR PASSAGEIROS EM NÚMERO SUPERIOR À LOTAÇÃO AUTORIZADA PARA O VEÍCULO, SALVO EM CASO DE SOCORRO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;2;SC;1;2018
604f7a48a60b104ea49b986d;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""I"" DA RESOLUÇÃO ANTT Nº 233/2003";209;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""I"" DA RES.ANTT Nº 233/2003 - TRAFEGAR COM VEÍCULO EM SERVIÇO, SEM EQUIPAMENTO OU ITEM OBRIGATÓRIO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b986e;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""C"" DA RESOLUÇÃO ANTT Nº 233/2003";303;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""C"" DA RES. ANTT Nº 233/2003 - EXECUTAR SERVIÇO COM VEÍCULO DE CARACTERÍSTICAS E ESPECIFICAÇÕES TÉCNICAS DIFERENTES DAS ESTABELECIDAS, QUANDO DA DELEGAÇÃO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b986f;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""R"" DA RESOLUÇÃO ANTT Nº 233/2003";318;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""R"" DA RES.ANTT Nº 233/2003 - INCLUÍDO PELA RESOLUÇÃO ANTT Nº 3871/2012 - NÃO OBSERVAR AS NORMAS E PROCEDIMENTOS NECESSÁRIOS PARA GARANTIR CONDIÇÕES DE ACESSIBILIDADE AOS VEÍCULOS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;2;SC;1;2018
604f7a48a60b104ea49b9870;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""M"" DA RESOLUÇÃO ANTT Nº 233/2003 ";413;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""M"" DA RES.ANTT Nº 233/2003 - NÃO OBSERVAR OS PROCEDIMENTOS DE ADMISSÃO, DE CONTROLE DE SAÚDE TREINAMENTO PROFISSIONAL E DO REGIME DE TRABALHO DOS MOTORISTAS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;5;SC;1;2018
604f7a48a60b104ea49b9871;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""K"" DA RESOLUÇÃO ANTT Nº 233/2003";111;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""K""DA RES.ANTT Nº 233/2003 - TRAFEGAR COM VEÍCULO EM SERVIÇO, APRESENTANDO DEFEITO EM EQUIPAMENTO OU ITEM OBRIGATÓRIO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;16;SC;1;2018
604f7a48a60b104ea49b9872;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""C"" DA RESOLUÇÃO ANTT Nº 233/2003";203;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""C"" DA RES.ANTT Nº 233/2003 - NÃO OBSERVAR OS PROCEDIMENTOS RELATIVOS AO PESSOAL DA TRANSPORTADORA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;10;SC;1;2018
604f7a48a60b104ea49b9873;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""M"" DA RESOLUÇÃO ANTT Nº 233/2003";313;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""M"" DA RES.ANTT Nº 233/2003 - ALT. PELA RES. ANTT Nº 5063/16 - NÃO DISPONIBILIZAR OS ASSENTOS PREVISTOS PARA TRANSPORTE GRATUITO E COM DESCONTO NO VALOR DE PASSAGEM, NA QUANTIDADE E PRAZO ESTABELECIDOS NA LEGISLAÇÃO ESPECÍFICA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b9874;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""L"" DA RESOLUÇÃO ANTT Nº 233/2003";112;"ART.78-F, PARAG.1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""L""DA RES.ANTT Nº 233/2003 - ALT.PELA RES.ANTT Nº 653/04 - TRAFEGAR COM VEÍCULO EM SERVIÇO, SEM DOCUMENTO DE PORTE OBRIGATÓRIO NÃO PREVISTO EM INFRAÇÃO ESPECÍFICA, NO ORIGINAL OU CÓPIA AUTENTICADA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;2;SC;1;2018
604f7a48a60b104ea49b9875;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""D"" DA RESOLUÇÃO ANTT Nº 233/2003";304;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""D"" DA RES.ANTT Nº 233/2003 - ALTERAR, SEM PRÉVIA COMUNICAÇÃO A ANTT, O ESQUEMA OPERACIONAL DA LINHA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;3;SC;1;2018
604f7a48a60b104ea49b9876;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""Q"" DA RESOLUÇÃO ANTT Nº 233/2003";117;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""Q"" DA RES.ANTT Nº 233/2003 - INC. PELA RES.ANTT Nº 4282/2014 - NÃO DIVULGAR INFORMAÇÕES OU FORNECER FORMULÁRIOS A QUE ESTEJA OBRIGADO, AOS USUÁRIOS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;26;SC;1;2018
604f7a48a60b104ea49b9877;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""H"" DA RESOLUÇÃO ANTT Nº 233/2003 ";308;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""H"" DA RES.ANTT Nº 233/2003 - SUPRIMIR VIAGEM A QUE ESTEJA OBRIGADO, SEM PRÉVIA COMUNICAÇÃO A ANTT.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b9878;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""S"" DA RESOLUÇÃO ANTT Nº 233/2003 ";319;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""S"" DA RES.ANTT Nº 233/2003 - INCLUÍDO PELA RESOLUÇÃO ANTT Nº 4130/2013 - NÃO OBSERVAR AS NORMAS E PROCEDIMENTOS DE INSCRIÇÃO INDICATIVA DA CATEGORIA E DE CADASTRAMENTO DOS ÔNIBUS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;7;SC;1;2018
604f7a48a60b104ea49b9879;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""D"" DA RESOLUÇÃO ANTT Nº 233/2003";404;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""D"" DA RES.ANTT Nº 233/2003 - ALT.PELA RES.ANTT Nº 579/2004 - TRANSPORTAR PESSOA NÃO RELACIONADA NA LISTA DE PASSAGEIROS, QUANDO DA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE SOB O REGIME DE FRETAMENTO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b987a;ARTIGO 5º, ALÍNEA A, INCISO 3 DO DECRETO 5462/2005;5103;ARTIGO 5º - ALÍNEA A - INCISO 3 - NÃO PORTAR OS DOCUMENTOS DE TRANSPORTE DE PORTE OBRIGATÓRIO;Transporte Rodoviário Internacional de Passageiros;JANEIRO;4;SC;1;2018
604f7a48a60b104ea49b987b;ARTIGO 3º, ALÍNEA A, INCISO 5 DO DECRETO 5462/2005;3105;ARTIGO 3º - ALÍNEA A - INCISO 5 - REALIZAR UM SERVIÇO DIFERENTE DO AUTORIZADO;Transporte Rodoviário Internacional de Passageiros;JANEIRO;5;SC;1;2018
604f7a48a60b104ea49b987c;ARTIGO 3º, ALÍNEA A, INCISO 6 DO DECRETO 5462/2005;3106;ARTIGO 3º - ALÍNEA A - INCISO 6 - EFETUAR TRANSPORTE COM VEÍCULOS NÃO HABILITADOS;Transporte Rodoviário Internacional de Passageiros;JANEIRO;3;SC;1;2018
604f7a48a60b104ea49b987d;ARTIGO 3º, ALÍNEA A, INCISO 11 DO DECRETO 5462/2005;3111;ARTIGO 3º - ALÍNEA A - INCISO 11 - SUSPENDER UM SERVIÇO AUTORIZADO, EXCETO EM CASO DE FORÇA MAIOR;Transporte Rodoviário Internacional de Passageiros;JANEIRO;1;SC;1;2018
604f7a48a60b104ea49b987e;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""R"" DA RESOLUÇÃO ANTT Nº 233/2003";218;"ART.78-F, PARAG. 1º LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""R"" DA RES.ANTT Nº 233/2003 - INC. PELA RES.ANTT Nº 5063/16 - NÃO EMITIR DOCUMENTO AO BENEFICIÁRIO, INDICANDO A DATA, A HORA, O LOCAL E O MOTIVO DA RECUSA EM CONCEDER AS GRATUIDADES E DESCONTOS ESTABELECIDOS NA LEGISLAÇÃO ESPECÍFICA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SE;1;2018
604f7a48a60b104ea49b987f;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""A"" DA RESOLUÇÃO ANTT Nº 233/2003";101;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""A"" DA RES.ANTT Nº 233/2003 - REALIZAR TRANSPORTE PERMISSIONADO DE PASSAGEIROS, SEM A EMISSÃO DE BILHETE.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;2;SP;1;2018
604f7a48a60b104ea49b9880;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""B"" DA RESOLUÇÃO ANTT Nº 233/2003";102;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""B"" DA RES.ANTT Nº 233/2003 - EMITIR BILHETE SEM OBSERVÂNCIA DAS ESPECIFICAÇÕES.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;7;SP;1;2018
604f7a48a60b104ea49b9881;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO I, ALÍNEA ""L"" DA RESOLUÇÃO ANTT Nº 233/2003";112;"ART.78-F, PARAG.1º- LEI 10.233/2001 C/C ART.1º, INCISO I, ALÍNEA ""L""DA RES.ANTT Nº 233/2003 - ALT.PELA RES.ANTT Nº 653/04 - TRAFEGAR COM VEÍCULO EM SERVIÇO, SEM DOCUMENTO DE PORTE OBRIGATÓRIO NÃO PREVISTO EM INFRAÇÃO ESPECÍFICA, NO ORIGINAL OU CÓPIA AUTENTICADA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;6;SP;1;2018
604f7a48a60b104ea49b9882;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""B"" DA RESOLUÇÃO ANTT Nº 233/2003";202;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""B"" DA RES.ANTT Nº 233/2003 - RETARDAR, INJUSTIFICADAMENTE, A PRESTAÇÃO DE TRANSPORTE PARA OS PASSAGEIROS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;38;SP;1;2018
604f7a48a60b104ea49b9883;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""R"" DA RESOLUÇÃO ANTT Nº 233/2003";218;"ART.78-F, PARAG. 1º LEI 10.233/2001 C/C ART.1º, INCISO II, ALÍNEA ""R"" DA RES.ANTT Nº 233/2003 - INC. PELA RES.ANTT Nº 5063/16 - NÃO EMITIR DOCUMENTO AO BENEFICIÁRIO, INDICANDO A DATA, A HORA, O LOCAL E O MOTIVO DA RECUSA EM CONCEDER AS GRATUIDADES E DESCONTOS ESTABELECIDOS NA LEGISLAÇÃO ESPECÍFICA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SP;1;2018
604f7a48a60b104ea49b9884;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""B"" DA RESOLUÇÃO ANTT Nº 233/2003";402;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""B"" DA RES.ANTT Nº 233/2003 - NÃO CONTRATAR SEGURO DE RESPONSABILIDADE CIVIL, DE ACORDO COM AS NORMAS REGULAMENTARES, OU EMPREENDER VIAGEM COM A RESPECTIVA APÓLICE EM SITUAÇÃO IRREGULAR.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SP;1;2018
604f7a48a60b104ea49b9885;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO II, ALÍNEA ""E"" DA RESOLUÇÃO ANTT Nº 233/2003";205;"ART.78-F, §1º-LEI 10.233/01 C/C ART.1º, INCISO II, ALÍNEA ""E""DA RES.ANTT Nº233/03 - EMPREENDER VIAGEM COM VEÍCULO EM CONDIÇÕES INADEQUADAS DE HIGIENE E/OU DEIXAR DE HIGIENIZAR AS INSTALAÇÕES SANITÁRIAS, QUANDO DO INÍCIO DA VIAGEM E NAS SAÍDAS DE PONTOS DE PARADA OU DE APOIO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;3;SP;1;2018
604f7a48a60b104ea49b9886;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""F"" DA RESOLUÇÃO ANTT Nº 233/2003";306;"ART. 78-F, §1º-LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""F"" DA RES.ANTT Nº 233/2003 - ALT.PELA RES.ANTT Nº 4282/2014 - NÃO PROVIDENCIAR, NO CASO DE ATRASO DE VIAGEM OU PRETERIÇÃO DE EMBARQUE, O TRANSPORTE DO PASSAGEIRO DE ACORDO COM AS ESPECIFICAÇÕES CONSTANTES DO BILHETE DE PASSAGEM.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SP;1;2018
604f7a48a60b104ea49b9887;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""M"" DA RESOLUÇÃO ANTT Nº 233/2003";313;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""M"" DA RES.ANTT Nº 233/2003 - ALT. PELA RES. ANTT Nº 5063/16 - NÃO DISPONIBILIZAR OS ASSENTOS PREVISTOS PARA TRANSPORTE GRATUITO E COM DESCONTO NO VALOR DE PASSAGEM, NA QUANTIDADE E PRAZO ESTABELECIDOS NA LEGISLAÇÃO ESPECÍFICA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;31;SP;1;2018
604f7a48a60b104ea49b9888;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""P"" DA RESOLUÇÃO ANTT Nº 233/2003";316;"INCISO III,ALÍN. ""P""DA RES.ANTT Nº233/2003- ALT.PELA RES.ANTT N°5063/16-NÃO OBSERVAR O LIMITE DE 30 MINUTOS ANTES DA HORA MARCADA PARA O INÍCIO DA VIAGEM PARA O COMPARECIMENTO AO TERMINAL DE EMBARQ. DO BENEFICIÁRIO DA GRATUIDADE OU DO DESCONTO NO VALOR DA PASSAGEM PREVISTOS NA LEGISLAÇÃO ESPECÍFICA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SP;1;2018
604f7a48a60b104ea49b9889;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""Q"" DA RESOLUÇÃO ANTT Nº 233/2003";317;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""Q"" DA RES.ANTT Nº 233/2003 - INCLUÍDO PELA RESOLUÇÃO ANTT Nº 3871/2012 - NÃO OBSERVAR AS NORMAS E PROCEDIMENTOS DE ATENDIMENTO A PESSOAS COM DEFICIÊNCIA OU MOBILIDADE REDUZIDA.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;1;SP;1;2018
604f7a48a60b104ea49b988a;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO III, ALÍNEA ""R"" DA RESOLUÇÃO ANTT Nº 233/2003";318;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO III, ALÍNEA ""R"" DA RES.ANTT Nº 233/2003 - INCLUÍDO PELA RESOLUÇÃO ANTT Nº 3871/2012 - NÃO OBSERVAR AS NORMAS E PROCEDIMENTOS NECESSÁRIOS PARA GARANTIR CONDIÇÕES DE ACESSIBILIDADE AOS VEÍCULOS.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;5;SP;1;2018
604f7a48a60b104ea49b988b;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART. 1º, INCISO IV, ALÍNEA ""A"" DA RESOLUÇÃO ANTT Nº 233/2003 ";401;"ART. 78-F, PARAG. 1º- LEI 10.233/2001 C/C ART.1º, INCISO IV, ALÍNEA ""A"" DA RES.ANTT Nº 233/2003 - EXECUTAR SERVIÇOS DE TRANSPORTE RODOVIÁRIO INTERESTADUAL OU INTERNACIONAL DE PASSAGEIROS SEM PRÉVIA AUTORIZAÇÃO OU PERMISSÃO.";Transporte Rodoviário Interestadual de Passageiros;JANEIRO;39;SP;1;2018
